year,ageb_id,prec,runoff
1993.0,5959.0,133500.936872,0.0
1993.0,5960.0,156003.97615,0.0
1993.0,5961.0,137812.490395,0.0
1993.0,5962.0,174325.39932,0.0
1993.0,5963.0,136171.510731,0.0
1993.0,5964.0,109936.03926300001,0.0
1993.0,5965.0,550019.18635,0.0
1993.0,5966.0,609704.243576,0.0
1993.0,5967.0,248813.458185,0.0
1993.0,5968.0,434873.56956800004,0.0
1993.0,5969.0,141116.447627,0.0
1993.0,5970.0,92232.8828469,0.0
1993.0,5971.0,366297.044744,0.0
1993.0,5972.0,361100.197782,0.0
1993.0,5973.0,183257.440148,0.0
1993.0,5974.0,136101.346949,0.0
1993.0,5975.0,258368.238312,0.0
1993.0,5976.0,425053.12230700004,0.0
1993.0,5977.0,203775.043822,0.0
1993.0,5978.0,144698.436106,0.0
1993.0,5979.0,206375.422773,0.0
1993.0,5980.0,210812.985998,0.0
1993.0,5981.0,207864.863468,0.0
1993.0,5982.0,168477.289058,0.0
1993.0,5983.0,264265.694866,0.0
1993.0,5984.0,180407.235693,0.0
1993.0,5985.0,297808.2648,0.0
1993.0,5986.0,257142.892433,0.0
1993.0,5987.0,1049798.38935,0.0
1993.0,5988.0,113787.66459100001,0.0
1993.0,5989.0,172576.412733,0.0
1993.0,5990.0,131782.057869,0.0
1993.0,5991.0,145424.632054,0.0
1993.0,5992.0,155634.79967,0.0
1993.0,5993.0,198680.65231,0.0
1993.0,5994.0,216809.71245100003,0.0
1993.0,5995.0,179435.789127,0.0
1993.0,5996.0,236776.65696599998,0.0
1993.0,5997.0,271829.31627199997,0.0
1993.0,5998.0,161011.677117,0.0
1993.0,5999.0,249876.21768600002,0.0
1993.0,6000.0,239778.96881999998,0.0
1993.0,6001.0,181885.966721,0.0
1993.0,6002.0,305226.794748,0.0
1993.0,6003.0,157268.94765999998,0.0
1993.0,6004.0,113155.25941500001,0.0
1993.0,6005.0,110889.433997,0.0
1993.0,6006.0,162657.306882,0.0
1993.0,6007.0,155105.047661,0.0
1993.0,6008.0,129744.357271,0.0
1993.0,6009.0,122683.20631099999,0.0
1993.0,6010.0,143166.426417,0.0
1993.0,6011.0,333121.029329,0.0
1993.0,6012.0,349753.237715,0.0
1993.0,6013.0,328711.396613,0.0
1993.0,6014.0,301509.611347,0.0
1993.0,6015.0,299094.875315,0.0
1993.0,6016.0,194442.110366,0.0
1993.0,6017.0,165803.48439300002,0.0
1993.0,6018.0,251592.209715,0.0
1993.0,6019.0,181282.336971,0.0
1993.0,6020.0,133231.765642,0.0
1993.0,6021.0,76216.9100546,0.0
1993.0,6022.0,412594.171133,0.0
1993.0,6023.0,98649.69020889999,0.0
1993.0,6024.0,179867.36165099998,0.0
1993.0,6025.0,237484.944538,0.0
1993.0,6026.0,118434.01829600001,0.0
1993.0,6027.0,145654.86299000002,0.0
1993.0,6028.0,338638.742247,0.0
1993.0,6029.0,168889.092916,0.0
1993.0,6030.0,202450.887975,0.0
1993.0,6031.0,184497.143332,0.0
1993.0,6032.0,1636853.06015,0.0
1993.0,6033.0,1462184.45224,0.0
1993.0,6034.0,40399.235822300005,0.0
1993.0,6035.0,56354.22416340001,0.0
1993.0,6036.0,112929.402632,0.0
1993.0,6037.0,809697.861675,0.0
1993.0,6038.0,543058.073245,0.0
1993.0,6039.0,92434.9834331,0.0
1993.0,6040.0,181784.444606,0.0
1993.0,6041.0,179379.263715,0.0
1993.0,6042.0,75903.4750358,0.0
1993.0,6043.0,52312.1928513,0.0
1993.0,6044.0,267844.911879,0.0
1993.0,6045.0,58604.546823000004,0.0
1993.0,6046.0,510859.855333,0.0
1993.0,6047.0,247179.912753,0.0
1993.0,6048.0,239651.04826399998,0.0
1993.0,6049.0,161168.188807,0.0
1993.0,6050.0,41755.4969393,0.0
1993.0,6051.0,276812.037649,0.0
1993.0,6052.0,154489.43384100002,0.0
1993.0,6053.0,207539.44319000002,0.0
1993.0,6054.0,123387.89976300001,0.0
1993.0,6055.0,108079.80554100001,0.0
1993.0,6056.0,61588.414141199995,0.0
1993.0,6057.0,55679.094604,0.0
1993.0,6058.0,158876.703951,0.0
1993.0,6059.0,1365876.12185,0.0
1993.0,6060.0,55149.3265794,0.0
1993.0,6061.0,37172.8664237,0.0
1993.0,6062.0,464395.71106400003,0.0
1993.0,6063.0,174109.351594,0.0
1993.0,6064.0,197726.67075,0.0
1993.0,6065.0,305247.801072,0.0
1993.0,6066.0,315689.739237,0.0
1993.0,6067.0,379415.970885,0.0
1993.0,6068.0,917909.0530020001,0.0
1993.0,6069.0,198559.551912,0.0
1993.0,6070.0,222874.26168400003,0.0
1993.0,6071.0,354071.923535,0.0
1993.0,6072.0,254864.89553600003,0.0
1993.0,6073.0,257534.581556,0.0
1993.0,6074.0,276267.291771,0.0
1993.0,6075.0,254355.1775,0.0
1993.0,6076.0,386080.149452,0.0
1993.0,6077.0,478489.571479,0.0
1993.0,6078.0,167776.760073,0.0
1993.0,6079.0,188308.454543,0.0
1993.0,6080.0,221376.448419,0.0
1993.0,6081.0,262224.627956,0.0
1993.0,6082.0,258471.750261,0.0
1993.0,6083.0,340873.001142,0.0
1993.0,6084.0,108757.87525499999,0.0
1993.0,6085.0,121126.479724,0.0
1993.0,6086.0,110189.838021,0.0
1993.0,6087.0,311634.260875,0.0
1993.0,6088.0,433886.378278,0.0
1993.0,6089.0,233730.242738,0.0
1993.0,6090.0,224448.83722800002,0.0
1993.0,6091.0,172290.488296,0.0
1993.0,6092.0,157821.485595,0.0
1993.0,6093.0,269763.117445,0.0
1993.0,6094.0,164971.555567,0.0
1993.0,6095.0,83089.4578658,0.0
1993.0,6096.0,23997.0388753,0.0
1993.0,6097.0,99734.9705916,0.0
1993.0,6098.0,44470.4385499,0.0
1993.0,6099.0,68589.827354,0.0
1993.0,6100.0,79512.46086060001,0.0
1993.0,6101.0,284355.762193,0.0
1993.0,6102.0,265593.974982,0.0
1993.0,6103.0,225175.01007199998,0.0
