year,ageb_id,prec,prec_vol,runoff
2000.0,5959.0,703.747541718,115681.916753,0.0
2000.0,5960.0,700.060768746,134362.94757000002,0.0
2000.0,5961.0,706.5485275230001,127473.946473,0.0
2000.0,5962.0,702.828173117,151234.73005,0.0
2000.0,5963.0,707.2856626189999,126087.590865,0.0
2000.0,5964.0,703.943208773,95607.29851060001,0.0
2000.0,5965.0,695.5089900610001,470640.44460299995,0.0
2000.0,5966.0,690.4697337089999,517931.788538,0.0
2000.0,5967.0,692.995298745,212135.378543,0.0
2000.0,5968.0,714.9124946860001,407011.56935999996,0.0
2000.0,5969.0,705.6388937930001,123037.396998,0.0
2000.0,5970.0,708.1241237239999,80353.19883169999,0.0
2000.0,5971.0,702.299654428,316493.121705,0.0
2000.0,5972.0,701.498007638,311658.88246999995,0.0
2000.0,5973.0,696.06373704,156934.874705,0.0
2000.0,5974.0,698.106298235,118034.538163,0.0
2000.0,5975.0,692.825393498,221797.680904,0.0
2000.0,5976.0,721.197756089,406314.803273,0.0
2000.0,5977.0,715.775136063,189940.727021,0.0
2000.0,5978.0,707.141561047,125965.283051,0.0
2000.0,5979.0,709.042869136,191086.866045,0.0
2000.0,5980.0,702.923645719,189157.83486300003,0.0
2000.0,5981.0,705.94959145,193964.896162,0.0
2000.0,5982.0,700.602751619,154297.477501,0.0
2000.0,5983.0,700.351050519,244638.81935300003,0.0
2000.0,5984.0,696.4323713760001,166074.140937,0.0
2000.0,5985.0,693.131090072,272069.743073,0.0
2000.0,5986.0,695.60766734,236432.910046,0.0
2000.0,5987.0,691.238956777,955029.4464959999,0.0
2000.0,5988.0,687.943473646,103470.776565,0.0
2000.0,5989.0,685.4455187269999,156359.47367,0.0
2000.0,5990.0,681.701153904,118746.361809,0.0
2000.0,5991.0,683.09705778,131307.687771,0.0
2000.0,5992.0,681.763031704,140252.308608,0.0
2000.0,5993.0,680.4654242969999,178702.981869,0.0
2000.0,5994.0,712.9010182019999,204303.61151800002,0.0
2000.0,5995.0,717.799514505,166491.004698,0.0
2000.0,5996.0,703.478837546,220170.21637600003,0.0
2000.0,5997.0,705.8353379939999,253611.15217,0.0
2000.0,5998.0,699.944555203,148966.936763,0.0
2000.0,5999.0,699.0748833089999,230896.642068,0.0
2000.0,6000.0,699.69561315,221763.147427,0.0
2000.0,6001.0,696.915797171,167551.648506,0.0
2000.0,6002.0,687.922422435,277544.010131,0.0
2000.0,6003.0,683.359265437,142056.83207,0.0
2000.0,6004.0,683.380208623,102213.257759,0.0
2000.0,6005.0,681.917060464,99952.09542510001,0.0
2000.0,6006.0,680.030170333,144366.06860899998,0.0
2000.0,6007.0,733.8157616860001,155500.204221,0.0
2000.0,6008.0,735.297334015,130337.555422,0.0
2000.0,6009.0,738.083226973,123711.036777,0.0
2000.0,6010.0,741.852045539,145103.039728,0.0
2000.0,6011.0,725.63355152,319167.272702,0.0
2000.0,6012.0,719.877916742,325639.337684,0.0
2000.0,6013.0,712.723645867,309673.70732399996,0.0
2000.0,6014.0,705.901405101,281328.691602,0.0
2000.0,6015.0,710.516623813,280900.067156,0.0
2000.0,6016.0,703.824022965,180893.609273,0.0
2000.0,6017.0,705.244564628,154561.898097,0.0
2000.0,6018.0,699.936295298,232768.72225500003,0.0
2000.0,6019.0,694.065398941,166312.65953499998,0.0
2000.0,6020.0,690.7799251260001,121651.364712,0.0
2000.0,6021.0,690.3919600739999,69553.1210209,0.0
2000.0,6022.0,685.1902844069999,373683.78627,0.0
2000.0,6023.0,684.225184907,89220.5118488,0.0
2000.0,6024.0,681.105729426,161885.79211500002,0.0
2000.0,6025.0,712.3689832389999,223619.604342,0.0
2000.0,6026.0,706.607752059,110617.49900000001,0.0
2000.0,6027.0,709.067757216,136515.423397,0.0
2000.0,6028.0,701.9174576239999,314189.819527,0.0
2000.0,6029.0,696.5539568,155498.418336,0.0
2000.0,6030.0,696.648904528,186424.556552,0.0
2000.0,6031.0,692.6328758530001,168912.726443,0.0
2000.0,6032.0,682.572070467,1396265.54078,0.0
2000.0,6033.0,683.962961006,1319955.53819,0.0
2000.0,6034.0,695.773706936,37154.4356235,0.0
2000.0,6035.0,694.194478368,51710.375921800005,0.0
2000.0,6036.0,696.395815592,96754.94695810002,0.0
2000.0,6037.0,701.232542065,701437.063549,0.0
2000.0,6038.0,691.4445453389999,461969.51788,0.0
2000.0,6039.0,693.222899063,78834.1066742,0.0
2000.0,6040.0,711.1875669689999,169251.186552,0.0
2000.0,6041.0,709.605254644,156853.354488,0.0
2000.0,6042.0,708.5613590510001,66167.9297531,0.0
2000.0,6043.0,712.55870088,45867.2247234,0.0
2000.0,6044.0,713.007331972,235900.48860300003,0.0
2000.0,6045.0,714.5168321880001,55349.3190273,0.0
2000.0,6046.0,710.279677907,479622.475828,0.0
2000.0,6047.0,732.600173617,247399.412696,0.0
2000.0,6048.0,727.956730959,230520.89908600002,0.0
2000.0,6049.0,694.607076765,147974.862866,0.0
2000.0,6050.0,692.706756587,38232.5044435,0.0
2000.0,6051.0,722.50641012,263767.63468200003,0.0
2000.0,6052.0,728.8732472930001,153839.82436199998,0.0
2000.0,6053.0,722.169809005,197743.08120699998,0.0
2000.0,6054.0,697.8279746019999,105932.094617,0.0
2000.0,6055.0,696.849311402,92659.9477128,0.0
2000.0,6056.0,691.0090679739999,56253.8050985,0.0
2000.0,6057.0,691.577285102,50898.178047099995,0.0
2000.0,6058.0,687.200096731,134323.732523,0.0
2000.0,6059.0,682.137166523,1146285.387,0.0
2000.0,6060.0,709.536421455,51227.7562344,0.0
2000.0,6061.0,708.7421937839999,34490.929646900004,0.0
2000.0,6062.0,736.296316922,511633.996731,0.0
2000.0,6063.0,727.354889952,189490.454471,0.0
2000.0,6064.0,722.410633681,213731.16825699998,0.0
2000.0,6065.0,714.217889806,326213.969506,0.0
2000.0,6066.0,712.0866731000001,336366.144396,0.0
2000.0,6067.0,706.1389302580001,372176.874206,0.0
2000.0,6068.0,697.4993906789999,858943.040466,0.0
2000.0,6069.0,688.698272784,190143.957498,0.0
2000.0,6070.0,684.843343923,212233.510429,0.0
2000.0,6071.0,679.663066254,334617.10235,0.0
2000.0,6072.0,747.8204483889999,285184.320023,0.0
2000.0,6073.0,737.931674675,284361.078677,0.0
2000.0,6074.0,729.3882726060001,301513.67293400003,0.0
2000.0,6075.0,722.3364444739999,274915.48146599997,0.0
2000.0,6076.0,715.199062573,413165.01358699996,0.0
2000.0,6077.0,703.659484312,459304.64554799994,0.0
2000.0,6078.0,692.1970138519999,161481.989312,0.0
2000.0,6079.0,692.2611303939999,181260.121024,0.0
2000.0,6080.0,686.856662366,211426.958114,0.0
2000.0,6081.0,682.8015655319999,248960.784616,0.0
2000.0,6082.0,679.6225532569999,244255.25348699998,0.0
2000.0,6083.0,678.579658061,321629.99225300003,0.0
2000.0,6084.0,759.954027967,123670.498619,0.0
2000.0,6085.0,753.9009955160001,136638.039471,0.0
2000.0,6086.0,740.939827234,122163.787707,0.0
2000.0,6087.0,747.8318863430001,348712.618382,0.0
2000.0,6088.0,726.8625668660001,471896.906588,0.0
2000.0,6089.0,713.290672514,249459.925812,0.0
2000.0,6090.0,707.8988719089999,219397.81607399997,0.0
2000.0,6091.0,698.5714460080001,167353.515757,0.0
2000.0,6092.0,698.166640486,153210.322717,0.0
2000.0,6093.0,684.258203516,256664.395447,0.0
2000.0,6094.0,676.275060587,155129.937467,0.0
2000.0,6095.0,770.321733295,95771.5266854,0.0
2000.0,6096.0,768.481547992,27593.6325569,0.0
2000.0,6097.0,764.28241106,114056.299971,0.0
2000.0,6098.0,758.20366002,50451.6752336,0.0
2000.0,6099.0,760.411120951,78041.63056769999,0.0
2000.0,6100.0,755.637924455,89901.43342010002,0.0
2000.0,6101.0,740.3256986719999,314994.985742,0.0
2000.0,6102.0,738.908410969,293648.107875,0.0
2000.0,6103.0,723.55868047,243788.465581,0.0
2000.0,6104.0,716.320251818,368870.185289,0.0
2000.0,6105.0,707.050505407,192592.464773,0.0
2000.0,6106.0,701.3329476160001,90337.9640895,0.0
2000.0,6107.0,696.422163091,148115.711229,0.0
2000.0,6108.0,692.1740912710001,200196.234665,0.0
2000.0,6109.0,686.2906652219999,126346.462848,0.0
2000.0,6110.0,688.080426718,117742.35333399998,0.0
2000.0,6111.0,682.0284625959999,242321.540646,0.0
2000.0,6112.0,764.2953463169999,205651.47406500002,0.0
2000.0,6113.0,752.825085459,188715.39868900002,0.0
2000.0,6114.0,720.001445865,471462.973165,0.0
2000.0,6115.0,688.756493827,146364.955664,0.0
2000.0,6116.0,677.288402721,294673.821446,0.0
2000.0,6117.0,748.402823098,256853.523813,0.0
2000.0,6118.0,740.70431058,201542.993409,0.0
2000.0,6119.0,735.5261592339999,203874.35958299998,0.0
2000.0,6120.0,731.536425069,324388.970233,0.0
2000.0,6121.0,724.997069582,379909.93609000003,0.0
2000.0,6122.0,717.625871143,280381.402438,0.0
2000.0,6123.0,712.1522267339999,400434.34860100003,0.0
2000.0,6124.0,709.511496989,255629.58009899998,0.0
2000.0,6125.0,705.9740619319999,226524.353993,0.0
2000.0,6126.0,702.753770648,236110.085348,0.0
2000.0,6127.0,696.0506005889999,353387.729805,0.0
2000.0,6128.0,699.070319832,270848.842136,0.0
2000.0,6129.0,779.450058317,5656835.90189,0.0
2000.0,6130.0,749.91566733,229863.845884,0.0
2000.0,6131.0,755.0970442739999,171483.821665,0.0
2000.0,6132.0,744.8804360060001,241162.04377800002,0.0
2000.0,6133.0,741.864803376,398042.907276,0.0
2000.0,6134.0,735.4818820510001,158178.22172,0.0
