year,ageb_id,prec,prec_vol,runoff
1993.0,5959.0,812.7899330939999,133500.936872,0.0
1993.0,5960.0,813.45688268,156003.97615,0.0
1993.0,5961.0,764.454165763,137812.490395,0.0
1993.0,5962.0,810.776065544,174325.39932,0.0
1993.0,5963.0,764.454165763,136171.510731,0.0
1993.0,5964.0,810.0827454810001,109936.03926300001,0.0
1993.0,5965.0,813.45688268,550019.18635,0.0
1993.0,5966.0,813.45688268,609704.243576,0.0
1993.0,5967.0,813.45688268,248813.458185,0.0
1993.0,5968.0,764.454165763,434873.56956800004,0.0
1993.0,5969.0,809.964119661,141116.447627,0.0
1993.0,5970.0,813.45688268,92232.8828469,0.0
1993.0,5971.0,813.45688268,366297.044744,0.0
1993.0,5972.0,813.425680222,361100.197782,0.0
1993.0,5973.0,813.45688268,183257.440148,0.0
1993.0,5974.0,805.5979627260001,136101.346949,0.0
1993.0,5975.0,807.699530999,258368.238312,0.0
1993.0,5976.0,755.056991085,425053.12230700004,0.0
1993.0,5977.0,768.514521561,203775.043822,0.0
1993.0,5978.0,812.9468912169999,144698.436106,0.0
1993.0,5979.0,766.377104284,206375.422773,0.0
1993.0,5980.0,784.0145891110001,210812.985998,0.0
1993.0,5981.0,757.137410926,207864.863468,0.0
1993.0,5982.0,765.592579136,168477.289058,0.0
1993.0,5983.0,757.137410926,264265.694866,0.0
1993.0,5984.0,757.137410926,180407.235693,0.0
1993.0,5985.0,759.3039034469999,297808.2648,0.0
1993.0,5986.0,757.137410926,257142.892433,0.0
1993.0,5987.0,760.433475919,1049798.38935,0.0
1993.0,5988.0,757.137410926,113787.66459100001,0.0
1993.0,5989.0,757.137410926,172576.412733,0.0
1993.0,5990.0,757.137410926,131782.057869,0.0
1993.0,5991.0,757.137410926,145424.632054,0.0
1993.0,5992.0,757.137410926,155634.79967,0.0
1993.0,5993.0,757.137410926,198680.65231,0.0
1993.0,5994.0,757.137410926,216809.71245100003,0.0
1993.0,5995.0,774.2193060110001,179435.789127,0.0
1993.0,5996.0,757.137410926,236776.65696599998,0.0
1993.0,5997.0,757.137410926,271829.31627199997,0.0
1993.0,5998.0,757.137410926,161011.677117,0.0
1993.0,5999.0,757.137410926,249876.21768600002,0.0
1993.0,6000.0,757.137410926,239778.96881999998,0.0
1993.0,6001.0,757.137410926,181885.966721,0.0
1993.0,6002.0,757.137410926,305226.794748,0.0
1993.0,6003.0,757.137410926,157268.94765999998,0.0
1993.0,6004.0,757.137410926,113155.25941500001,0.0
1993.0,6005.0,757.137410926,110889.433997,0.0
1993.0,6006.0,766.7990000789999,162657.306882,0.0
1993.0,6007.0,732.527440727,155105.047661,0.0
1993.0,6008.0,732.527440727,129744.357271,0.0
1993.0,6009.0,732.527440727,122683.20631099999,0.0
1993.0,6010.0,732.527440727,143166.426417,0.0
1993.0,6011.0,757.955019825,333121.029329,0.0
1993.0,6012.0,773.7957558869999,349753.237715,0.0
1993.0,6013.0,757.137410926,328711.396613,0.0
1993.0,6014.0,757.137410926,301509.611347,0.0
1993.0,6015.0,757.137410926,299094.875315,0.0
1993.0,6016.0,757.137410926,194442.110366,0.0
1993.0,6017.0,757.137410926,165803.48439300002,0.0
1993.0,6018.0,757.137410926,251592.209715,0.0
1993.0,6019.0,757.137410926,181282.336971,0.0
1993.0,6020.0,757.137410926,133231.765642,0.0
1993.0,6021.0,757.137410926,76216.9100546,0.0
1993.0,6022.0,757.137410926,412594.171133,0.0
1993.0,6023.0,757.137410926,98649.69020889999,0.0
1993.0,6024.0,757.36147089,179867.36165099998,0.0
1993.0,6025.0,757.137410926,237484.944538,0.0
1993.0,6026.0,757.137410926,118434.01829600001,0.0
1993.0,6027.0,757.137410926,145654.86299000002,0.0
1993.0,6028.0,757.137410926,338638.742247,0.0
1993.0,6029.0,757.137410926,168889.092916,0.0
1993.0,6030.0,757.137410926,202450.887975,0.0
1993.0,6031.0,757.137410926,184497.143332,0.0
1993.0,6032.0,800.8194299639999,1636853.06015,0.0
1993.0,6033.0,758.2625631139999,1462184.45224,0.0
1993.0,6034.0,757.137410926,40399.235822300005,0.0
1993.0,6035.0,757.137410926,56354.22416340001,0.0
1993.0,6036.0,813.45688268,112929.402632,0.0
1993.0,6037.0,810.101129256,809697.861675,0.0
1993.0,6038.0,813.45688268,543058.073245,0.0
1993.0,6039.0,813.45688268,92434.9834331,0.0
1993.0,6040.0,764.454165763,181784.444606,0.0
1993.0,6041.0,812.152596208,179379.263715,0.0
1993.0,6042.0,813.45688268,75903.4750358,0.0
1993.0,6043.0,813.3244798310001,52312.1928513,0.0
1993.0,6044.0,810.1980472939999,267844.911879,0.0
1993.0,6045.0,757.137410926,58604.546823000004,0.0
1993.0,6046.0,757.137410926,510859.855333,0.0
1993.0,6047.0,732.527440727,247179.912753,0.0
1993.0,6048.0,757.385660807,239651.04826399998,0.0
1993.0,6049.0,757.137410926,161168.188807,0.0
1993.0,6050.0,757.137410926,41755.4969393,0.0
1993.0,6051.0,758.830081794,276812.037649,0.0
1993.0,6052.0,732.527440727,154489.43384100002,0.0
1993.0,6053.0,758.542053032,207539.44319000002,0.0
1993.0,6054.0,813.45688268,123387.89976300001,0.0
1993.0,6055.0,813.45688268,108079.80554100001,0.0
1993.0,6056.0,757.137410926,61588.414141199995,0.0
1993.0,6057.0,757.137410926,55679.094604,0.0
1993.0,6058.0,813.45688268,158876.703951,0.0
1993.0,6059.0,813.45688268,1365876.12185,0.0
1993.0,6060.0,764.454165763,55149.3265794,0.0
1993.0,6061.0,764.454165763,37172.8664237,0.0
1993.0,6062.0,668.845045793,464395.71106400003,0.0
1993.0,6063.0,668.845045793,174109.351594,0.0
