,year,ageb_id,prec,runoff
278,1993.0,6237.0,725.601607311,0.0
279,1993.0,6238.0,725.601607311,0.0306584688
280,1993.0,6239.0,725.601607311,0.0
281,1993.0,6240.0,725.601607311,0.0
282,1993.0,6241.0,672.623802952,0.0
283,1993.0,6242.0,669.758355086,0.0306584688
284,1993.0,6243.0,725.601607311,4.2734393232
285,1993.0,6244.0,717.165298824,0.0
286,1993.0,6245.0,725.601607311,0.0
287,1993.0,6246.0,713.208898363,4.2734393232
288,1993.0,6247.0,732.636782251,4.2734393232
289,1993.0,6248.0,723.104274364,4.2734393232
290,1993.0,6249.0,724.943251045,1.0507672282
291,1993.0,6250.0,724.943251045,1.0507672282
292,1993.0,6251.0,724.943251045,1.0507672282
293,1993.0,6252.0,701.377091638,1.0507672282
294,1993.0,6253.0,797.853018678,1.0507672282
295,1993.0,6254.0,711.180344087,1.0507672282
296,1993.0,6255.0,797.853018678,1.0507672282
297,1993.0,6256.0,797.665020677,1.0507672282
298,1993.0,6257.0,751.610067491,1.0507672282
299,1993.0,6258.0,780.946774477,1.0507672282
300,1993.0,6259.0,793.847712502,1.0507672282
301,1993.0,6260.0,793.847712502,1.0507672282
302,1993.0,6261.0,724.844029906,1.0507672282
303,1993.0,6262.0,790.331814222,1.0507672282
304,1993.0,6263.0,793.847712502,1.0507672282
305,1993.0,6264.0,790.331814222,1.0507672282
306,1993.0,6265.0,790.331814222,1.0507672282
307,1993.0,6266.0,790.331814222,1.0507672282
308,1993.0,6267.0,793.847712502,1.0507672282
309,1993.0,6268.0,793.847712502,1.0507672282
310,1993.0,6269.0,793.847712502,1.0507672282
311,1993.0,6270.0,770.172114568,1.0507672282
312,1993.0,6271.0,726.598842717,1.0507672282
313,1993.0,6272.0,790.331814222,1.0507672282
314,1993.0,6273.0,790.331814222,1.0507672282
315,1993.0,6274.0,790.331814222,0.0
316,1993.0,6275.0,793.847712502,1.0507672282
317,1993.0,6276.0,793.847712502,1.0507672282
318,1993.0,6277.0,793.847712502,1.0507672282
319,1993.0,6278.0,776.311830687,1.0507672282
320,1993.0,6279.0,793.847712502,1.0507672282
321,1993.0,6280.0,790.331814222,0.0
322,1993.0,6281.0,793.847712502,1.0507672282
323,1993.0,6282.0,793.847712502,1.0507672282
324,1993.0,6283.0,793.847712502,1.0507672282
325,1993.0,6284.0,793.847712502,1.0507672282
326,1993.0,6285.0,793.847712502,1.0507672282
327,1993.0,6286.0,793.847712502,0.0
328,1993.0,6287.0,793.847712502,0.0
329,1993.0,6288.0,793.847712502,0.0
330,1993.0,6289.0,793.847712502,0.0
331,1993.0,6290.0,780.007579535,0.0
332,1993.0,6291.0,790.331814222,0.0
333,1993.0,6292.0,790.331814222,0.0
334,1993.0,6293.0,790.331814222,0.0
335,1993.0,6294.0,790.331814222,0.0
336,1993.0,6295.0,790.331814222,0.0
337,1993.0,6296.0,790.331814222,0.0
338,1993.0,6297.0,790.331814222,0.0
339,1993.0,6298.0,790.331814222,0.0
340,1993.0,6299.0,790.331814222,0.0
341,1993.0,6300.0,790.331814222,0.0
342,1993.0,6301.0,633.403895218,0.0
343,1993.0,6302.0,716.408044839,0.0
344,1993.0,6303.0,790.331814222,0.0
345,1993.0,6304.0,790.331814222,0.0
346,1993.0,6305.0,790.331814222,0.0
347,1993.0,6306.0,790.331814222,0.0
348,1993.0,6307.0,782.50904066,0.0
349,1993.0,6308.0,790.331814222,0.0
350,1993.0,6309.0,790.331814222,0.0
351,1993.0,6310.0,790.331814222,0.0
352,1993.0,6311.0,789.459300014,0.0
353,1993.0,6312.0,790.331814222,0.0
354,1993.0,6313.0,790.331814222,0.0
355,1993.0,6314.0,790.331814222,0.0
356,1993.0,6315.0,653.935047335,0.0
357,1993.0,6316.0,705.941793139,0.0
358,1993.0,6317.0,705.941793139,0.0
359,1993.0,6318.0,793.847712502,0.0
360,1993.0,6319.0,793.847712502,0.0
361,1993.0,6320.0,793.847712502,0.0
362,1993.0,6321.0,793.847712502,0.0
363,1993.0,6322.0,793.847712502,0.0
364,1993.0,6323.0,764.34921404,0.0
365,1993.0,6324.0,790.331814222,0.0
366,1993.0,6325.0,790.331814222,0.0
367,1993.0,6326.0,777.025268218,0.0
368,1993.0,6327.0,773.630265196,0.0
369,1993.0,6328.0,790.331814222,0.0
370,1993.0,6329.0,790.331814222,0.0
371,1993.0,6330.0,790.331814222,0.0
372,1993.0,6331.0,790.331814222,0.0
373,1993.0,6332.0,687.328942602,0.0
374,1993.0,6333.0,705.941793139,0.0
375,1993.0,6334.0,705.941793139,0.0
376,1993.0,6335.0,705.941793139,0.0
377,1993.0,6336.0,793.847712502,0.0
378,1993.0,6337.0,762.6542101,0.0
379,1993.0,6338.0,700.896080547,0.0
380,1993.0,6339.0,772.767876729,0.0
381,1993.0,6340.0,754.75167055,0.0
382,1993.0,6341.0,754.75167055,0.0
383,1993.0,6342.0,758.992007498,0.0
384,1993.0,6343.0,767.269389783,0.0
385,1993.0,6344.0,779.014499617,0.0
386,1993.0,6345.0,786.531602985,0.0
387,1993.0,6346.0,788.831150731,0.0
388,1993.0,6347.0,790.259859069,0.0
389,1993.0,6348.0,790.183194929,0.0
390,1993.0,6349.0,631.852644307,0.0
391,1993.0,6350.0,705.92102993,0.0
392,1993.0,6351.0,704.844663831,0.0
393,1993.0,6352.0,694.271789622,0.0
394,1993.0,6353.0,746.508477466,0.0
395,1993.0,6354.0,724.033894265,0.0
396,1993.0,6355.0,754.75167055,0.0
397,1993.0,6356.0,754.75167055,0.0
398,1993.0,6357.0,754.75167055,0.0
399,1993.0,6358.0,754.75167055,0.0
400,1993.0,6359.0,754.75167055,0.0
401,1993.0,6360.0,770.164493177,0.0
402,1993.0,6361.0,762.499262896,0.0
403,1993.0,6362.0,594.604030036,0.0
404,1993.0,6363.0,662.909660072,0.0
405,1993.0,6364.0,662.383457087,0.0
406,1993.0,6365.0,662.383457087,0.0
407,1993.0,6366.0,662.383457087,0.0
408,1993.0,6367.0,696.416450935,0.0
409,1993.0,6368.0,704.962472342,0.0
410,1993.0,6369.0,754.75167055,0.0
411,1993.0,6370.0,754.75167055,0.0
412,1993.0,6371.0,754.75167055,0.0
413,1993.0,6372.0,754.75167055,0.0
414,1993.0,6373.0,754.75167055,0.0
415,1993.0,6374.0,754.75167055,0.0
416,1993.0,6375.0,754.75167055,0.0
417,1993.0,6376.0,754.75167055,0.0
418,1993.0,6377.0,754.75167055,0.0
419,1993.0,6378.0,754.75167055,0.0
420,1993.0,6379.0,754.75167055,0.0
421,1993.0,6380.0,662.383457087,0.0
422,1993.0,6381.0,662.383457087,0.0
423,1993.0,6382.0,662.383457087,0.0
424,1993.0,6383.0,691.968783562,0.0
425,1993.0,6384.0,754.75167055,0.0
426,1993.0,6385.0,754.75167055,0.0
427,1993.0,6386.0,754.75167055,0.0
428,1993.0,6387.0,754.75167055,0.0
429,1993.0,6388.0,754.75167055,0.0
430,1993.0,6389.0,754.75167055,0.0
431,1993.0,6390.0,754.75167055,0.0
432,1993.0,6391.0,754.75167055,0.0
433,1993.0,6392.0,754.75167055,0.0
434,1993.0,6393.0,754.75167055,0.0
435,1993.0,6394.0,639.357474161,0.0
436,1993.0,6395.0,662.383457087,0.0
437,1993.0,6396.0,662.383457087,0.0
438,1993.0,6397.0,662.383457087,0.0
439,1993.0,6398.0,662.383457087,0.0
440,1993.0,6399.0,662.383457087,0.0
441,1993.0,6400.0,677.677283552,0.0
442,1993.0,6401.0,662.730030507,0.0
443,1993.0,6402.0,754.75167055,0.0
444,1993.0,6403.0,754.75167055,0.0
445,1993.0,6404.0,754.75167055,0.0
446,1993.0,6405.0,754.75167055,0.0
447,1993.0,6406.0,754.75167055,0.0
448,1993.0,6407.0,754.75167055,0.0
449,1993.0,6408.0,754.75167055,0.0
450,1993.0,6409.0,754.75167055,0.0
451,1993.0,6410.0,754.75167055,0.0
452,1993.0,6411.0,754.75167055,0.0
453,1993.0,6412.0,754.75167055,0.0
454,1993.0,6413.0,754.75167055,0.0
455,1993.0,6414.0,754.75167055,0.0
456,1993.0,6415.0,754.75167055,0.0
457,1993.0,6416.0,754.75167055,0.0
458,1993.0,6417.0,754.75167055,0.0
459,1993.0,6418.0,649.655603395,0.0
460,1993.0,6419.0,662.383457087,0.0
461,1993.0,6420.0,662.383457087,0.0
462,1993.0,6421.0,662.383457087,0.0
463,1993.0,6422.0,635.783980818,0.0
464,1993.0,6423.0,662.383457087,0.0
465,1993.0,6424.0,662.383457087,0.0
466,1993.0,6425.0,662.383457087,0.0
467,1993.0,6426.0,662.383457087,0.0
468,1993.0,6427.0,662.383457087,0.0
469,1993.0,6428.0,662.383457087,0.0
470,1993.0,6429.0,662.383457087,0.0
471,1993.0,6430.0,662.383457087,0.0
472,1993.0,6431.0,754.75167055,0.0
473,1993.0,6432.0,754.75167055,0.0
474,1993.0,6433.0,754.75167055,0.0
475,1993.0,6434.0,754.75167055,0.0
476,1993.0,6435.0,754.75167055,0.0
477,1993.0,6436.0,754.75167055,0.0
478,1993.0,6437.0,754.75167055,0.0
479,1993.0,6438.0,754.75167055,0.0
480,1993.0,6439.0,582.188391169,0.0
481,1993.0,6440.0,754.75167055,0.0
482,1993.0,6441.0,754.75167055,0.0
483,1993.0,6442.0,556.786055354,0.0
484,1993.0,6443.0,754.75167055,0.0
485,1993.0,6444.0,754.75167055,0.0
486,1993.0,6445.0,754.75167055,0.0
487,1993.0,6446.0,754.75167055,0.0
488,1993.0,6447.0,754.75167055,0.0
489,1993.0,6448.0,754.75167055,0.0
490,1993.0,6449.0,754.75167055,0.0
491,1993.0,6450.0,754.75167055,0.0
492,1993.0,6451.0,644.766917637,0.0
493,1993.0,6452.0,553.583893292,0.0
494,1993.0,6453.0,754.75167055,0.0
495,1993.0,6454.0,754.75167055,0.0
496,1993.0,6455.0,754.75167055,0.0
497,1993.0,6456.0,754.75167055,0.0
498,1993.0,6457.0,754.75167055,0.0
499,1993.0,6458.0,632.579952199,0.0
500,1993.0,6459.0,554.626651599,0.0
501,1993.0,6460.0,644.457786784,0.0
502,1993.0,6461.0,662.383457087,0.0
503,1993.0,6462.0,662.383457087,0.0
504,1993.0,6463.0,662.383457087,0.0
505,1993.0,6464.0,662.383457087,0.0
506,1993.0,6465.0,662.383457087,0.0
507,1993.0,6466.0,662.383457087,0.0
508,1993.0,6467.0,662.383457087,0.0
509,1993.0,6468.0,662.383457087,0.0
510,1993.0,6469.0,662.383457087,0.0
511,1993.0,6470.0,662.383457087,0.0
512,1993.0,6471.0,662.383457087,0.0
513,1993.0,6472.0,662.383457087,0.0
514,1993.0,6473.0,662.383457087,0.0
515,1993.0,6474.0,724.943251045,1.0507672282
516,1993.0,6475.0,724.943251045,1.0507672282
517,1993.0,6476.0,790.331814222,0.0
518,1993.0,6477.0,699.795607223,1.0507672282
519,1993.0,6478.0,724.943251045,1.0507672282
520,1993.0,6479.0,724.943251045,1.0507672282
521,1993.0,6480.0,724.943251045,1.0507672282
522,1993.0,6481.0,790.331814222,0.0
523,1993.0,6482.0,790.331814222,0.0
524,1993.0,6483.0,790.331814222,0.0
525,1993.0,6484.0,790.331814222,0.0
526,1993.0,6485.0,790.331814222,0.0
527,1993.0,6486.0,790.331814222,0.0
528,1993.0,6487.0,790.331814222,0.0
529,1993.0,6488.0,662.383457087,0.0
530,1993.0,6489.0,662.383457087,0.0
531,1993.0,6490.0,724.943251045,1.0507672282
532,1993.0,6491.0,724.943251045,1.0507672282
533,1993.0,6492.0,724.943251045,1.0507672282
534,1993.0,6493.0,724.943251045,1.0507672282
535,1993.0,6494.0,725.671481309,1.0507672282
536,1993.0,6495.0,780.937097566,1.0507672282
537,1993.0,6496.0,793.847712502,1.0507672282
538,1993.0,6497.0,793.847712502,1.0507672282
539,1993.0,6498.0,793.847712502,1.0507672282
540,1993.0,6499.0,733.091531739,1.0507672282
541,1993.0,6500.0,790.331814222,0.0
542,1993.0,6501.0,790.331814222,0.0
543,1993.0,6502.0,790.331814222,0.0
544,1993.0,6503.0,790.331814222,0.0
545,1993.0,6504.0,790.331814222,0.0
546,1993.0,6505.0,790.331814222,0.0
547,1993.0,6506.0,790.331814222,0.0
548,1993.0,6507.0,754.75167055,0.0
549,1993.0,6508.0,567.617863894,0.0
550,1993.0,6509.0,557.276091632,0.0
551,1993.0,6510.0,662.383457087,0.0
552,1993.0,6511.0,703.864490982,1.0507672282
553,1993.0,6512.0,719.25793303,1.0507672282
554,1993.0,6513.0,797.853018678,1.0507672282
555,1993.0,6514.0,765.481449488,1.0507672282
556,1993.0,6515.0,724.943251045,1.0507672282
557,1993.0,6516.0,754.75167055,0.0
558,1993.0,6517.0,754.75167055,0.0
559,1993.0,6518.0,662.137339137,0.0
560,1993.0,6519.0,724.97187771,1.0507672282
561,1993.0,6520.0,707.5031863,1.0507672282
562,1993.0,6521.0,790.331814222,0.0
563,1993.0,6522.0,790.331814222,0.0
564,1993.0,6523.0,790.331814222,0.0
565,1993.0,6524.0,705.941793139,0.0
566,1993.0,6525.0,705.941793139,0.0
567,1993.0,6526.0,790.331814222,0.0
568,1993.0,6527.0,790.331814222,0.0
569,1993.0,6528.0,738.227612035,1.0507672282
570,1993.0,6529.0,735.174761526,1.0507672282
571,1993.0,6530.0,790.28885482,1.0507672282
572,1993.0,6531.0,724.943251045,1.0507672282
573,1993.0,6532.0,731.094013051,1.0507672282
574,1993.0,6533.0,724.943251045,1.0507672282
575,1993.0,6534.0,724.943251045,1.0507672282
576,1993.0,6535.0,724.943251045,1.0507672282
577,1993.0,6536.0,698.85452829,1.0507672282
578,1993.0,6537.0,797.853018678,1.0507672282
579,1993.0,6538.0,722.299682113,1.0507672282
580,1993.0,6539.0,793.847712502,1.0507672282
581,1993.0,6540.0,774.807734696,0.0
582,1993.0,6541.0,724.943251045,1.0507672282
583,1993.0,6542.0,724.943251045,1.0507672282
584,1993.0,6543.0,754.75167055,0.0
585,1993.0,6544.0,653.379359908,0.0
586,1993.0,6545.0,790.331814222,0.0
587,1993.0,6546.0,790.331814222,0.0
588,1993.0,6547.0,780.443386078,0.0
589,1993.0,6548.0,706.756517029,0.0
590,1993.0,6549.0,754.75167055,0.0
591,1993.0,6550.0,754.75167055,0.0
592,1993.0,6551.0,790.331814222,1.0507672282
593,1993.0,6552.0,790.331814222,1.0507672282
594,1993.0,6553.0,724.943251045,1.0507672282
595,1993.0,6554.0,724.943251045,1.0507672282
596,1993.0,6555.0,706.899409836,0.0
597,1993.0,6556.0,706.899409836,0.0
598,1993.0,6557.0,706.899409836,0.0
599,1993.0,6558.0,706.899409836,0.0
600,1993.0,6559.0,706.899409836,0.0
601,1993.0,6560.0,706.899409836,0.0
602,1993.0,6561.0,706.899409836,0.0
603,1993.0,6562.0,706.899409836,0.0
604,1993.0,6563.0,706.899409836,0.0
605,1993.0,6564.0,706.899409836,0.0
606,1993.0,6565.0,728.831509935,0.0
607,1993.0,6566.0,728.831509935,0.0
608,1993.0,6567.0,684.99281806,0.0
609,1993.0,6568.0,706.899409836,0.0
610,1993.0,6569.0,706.899409836,0.0
611,1993.0,6570.0,706.899409836,0.0
612,1993.0,6571.0,706.899409836,0.0
613,1993.0,6572.0,706.899409836,0.0
614,1993.0,6573.0,706.899409836,0.0
615,1993.0,6574.0,728.831509935,0.0
616,1993.0,6575.0,728.831509935,0.0
617,1993.0,6576.0,728.831509935,0.0
618,1993.0,6577.0,728.831509935,0.0
619,1993.0,6578.0,728.831509935,0.0
620,1993.0,6579.0,728.831509935,0.0
621,1993.0,6580.0,728.831509935,0.0
