"censusblock_id","tr10","tr50","tr500","tr100","tr25","tr2","tr5"
7141,0.5856177872,0.5001653108,0.3829909543,0.46655873,0.5395299908,0.6714195871,0.6227902563
7142,0.7981697703,0.761963386,0.7053408372,0.7461261,0.7773176044,0.84192231,0.8149276289
7143,0.7462772689,0.6988309191,0.635290856,0.6798683157,0.7210917422,0.7914245535,0.7659032474
7144,0.5950233029,0.5216587714,0.4929979388,0.4907503819,0.5528748404,0.6761223861,0.6291821243
7145,0.7481364274,0.7039862443,0.6387892137,0.6846068669,0.7242571639,0.7887320522,0.7651976989
7146,0.7500974873,0.7137875948,0.6555779149,0.6962735169,0.7309120195,0.7962617426,0.7696259884
7147,0.5859603464,0.5143542713,0.4504807851,0.4816927171,0.5462961361,0.6541377885,0.6138905959
7148,0.6633012003,0.6037453983,0.5226781342,0.5778558495,0.6322159415,0.7235905424,0.6868620923
7149,0.6423255929,0.5675749054,0.4532103353,0.5347254175,0.6009322515,0.7192060752,0.6750947116
7150,0.7338852247,0.6865707977,0.6099862165,0.6622577567,0.7067537673,0.7840582056,0.7573552405
7151,0.6628741065,0.5993950003,0.5068798024,0.572521726,0.6283819467,0.7307615117,0.6925118689
7152,0.7574737121,0.7128830606,0.6460759697,0.6919647093,0.7359339449,0.802576752,0.7735265455
7153,0.7138910454,0.6670544234,0.6045153147,0.6473391187,0.6896031072,0.7592563546,0.7312763891
7154,0.7160602312,0.6743250006,0.6051567344,0.6535415809,0.6936341404,0.7672809095,0.7355249256
7155,0.6523981235,0.5905022303,0.502073843,0.5632462948,0.6173824618,0.7185357678,0.6792679684
7156,0.7237220705,0.663758415,0.5820583441,0.6383627324,0.6895524997,0.7792594408,0.7479921017
7157,0.4171370059,0.4216242693,0.4261924359,0.4224929282,0.42102713,0.4083627878,0.4126845322
7158,0.7822147725,0.7431492982,0.6872758379,0.7262943543,0.7601878545,0.8274690801,0.8005297549
7159,0.7660347301,0.7302278312,0.6780744493,0.7135925696,0.7458819558,0.8022919686,0.7811594549
7160,0.4471580826,0.4430629835,0.436353449,0.4401099452,0.4435815169,0.5169219604,0.4566201479
7161,0.7926176531,0.7582365976,0.711941003,0.7445738022,0.7736734843,0.8269338445,0.8065782603
7162,0.5603889137,0.4764349445,0.4225054792,0.440012936,0.5148069834,0.6483585469,0.5956287526
7163,0.3827481773,0.3691521965,0.3680697593,0.3688905164,0.3720661781,0.4850706675,0.4275492248
7164,0.7049075186,0.6519752296,0.582908908,0.6323036153,0.6783775605,0.7551203707,0.7251437669
7165,0.8662787168,0.8276161912,0.7789511797,0.8130807477,0.8444780487,0.8953644413,0.879071646
7166,0.4176562128,0.4191727616,0.4194484077,0.4199763164,0.4192933498,0.4172600529,0.4156652251
7167,0.4294950997,0.4283238542,0.4282778153,0.4269015146,0.4296082255,0.5316171431,0.4670966318
7168,0.5925246994,0.5218403689,0.4347795213,0.4878567086,0.5556476473,0.6651877212,0.6257099481
7169,0.5827817288,0.5082607961,0.42024573,0.4752276865,0.5440353338,0.6580557901,0.6126425612
7170,0.4677964589,0.4024013255,0.3929797713,0.3976055097,0.4174215301,0.5565718077,0.5052637308
7171,0.6724278383,0.6264119887,0.5554347198,0.6050913425,0.6478956261,0.7262787214,0.6970664056
7172,0.546204692,0.4820236875,0.3980125938,0.4518125993,0.5110879058,0.6188161972,0.5761810475
7173,0.7372316198,0.6862600179,0.6120467183,0.6635107614,0.7109218471,0.7854509621,0.7555530227
7174,0.7313717041,0.6855783997,0.6236190237,0.6649728811,0.7073105545,0.7786897836,0.7483549323
7175,0.9068376163,0.8662329163,0.8045549589,0.8476315189,0.8844902122,0.9434203143,0.9226384056
7176,0.8983449911,0.8504583785,0.7774054373,0.8293782992,0.8714337823,0.9425963636,0.9183371171
7177,0.9559766637,0.9350485465,0.9008138316,0.9249920484,0.9447343085,0.9748,0.9643732671
7178,0.9756,0.9637815745,0.9461396963,0.9588510472,0.9691874985,0.9858,0.98
7179,0.93931114,0.9059818838,0.86515967,0.8930029159,0.9200882524,0.9694,0.954016764
7180,0.9218338394,0.8877154498,0.8318482098,0.8713640112,0.9025989951,0.9536444156,0.937397633
7181,0.9728,0.9612999658,0.9435098843,0.9563232396,0.9658767444,0.9838,0.9776
7182,0.9356462573,0.8999601079,0.8558005347,0.8862015674,0.915932996,0.9656,0.9500986195
7183,0.9798,0.9719242854,0.9590564447,0.967966857,0.9752,0.9876,0.9832
7184,0.9622875198,0.9476173009,0.9255830965,0.9411614485,0.9540998821,0.977,0.9688
7185,0.9738,0.9636052656,0.9472722194,0.9588429883,0.9678981111,0.984,0.9782
7186,0.9692,0.9570111587,0.939081931,0.9518199482,0.9621011945,0.981,0.9742
7187,0.9808,0.9734,0.9585275455,0.9692290037,0.9764,0.9884,0.984
7188,0.9826,0.976,0.9617936569,0.9713427012,0.9786,0.9892,0.9854
7189,1,1,1,1,1,1,1
7190,0.9179978063,0.8844241259,0.8337557766,0.8693589489,0.8989401058,0.9503162985,0.932125759
7191,0.9074565188,0.867529909,0.8101380644,0.8502464885,0.8850322885,0.9453878422,0.9242379799
7192,0.9234608346,0.8833686134,0.8312630369,0.8676505718,0.9016083191,0.9565116117,0.9384360702
7193,0.9180518288,0.8817769044,0.8256594567,0.8648761858,0.8970989834,0.9526024523,0.9341666576
7194,0.9868,0.9814,0.9667822707,0.979,0.9836,0.9922,0.989
7195,1,1,1,1,1,1,1
7196,1,1,1,1,1,1,1
7197,1,1,1,1,1,1,1
7198,1,1,1,1,1,1,1
7199,1,1,1,1,1,1,1
7200,1,1,1,1,1,1,1
7201,1,1,1,1,1,1,1
7202,1,1,1,1,1,1,1
7203,1,1,1,1,1,1,1
7204,1,1,1,1,1,1,1
7205,1,1,1,1,1,1,1
7206,1,1,1,1,1,1,1
7207,1,1,1,1,1,1,1
7208,1,1,1,1,1,1,1
7209,1,1,1,1,1,1,1
7210,0.976,0.96535244,0.9481005572,0.9604754214,0.9701219426,0.9858,0.9802
7211,0.946091977,0.9200075471,0.8815685722,0.9087963985,0.9308363962,0.9686,0.9562982819
7212,0.9413853511,0.9172922393,0.8801462948,0.9059778308,0.9277414418,0.9662,0.9520555917
7213,0.9545224503,0.932886244,0.9044458423,0.9243893406,0.941798664,0.9746,0.9643359163
7214,0.9607728689,0.9430884592,0.9093789872,0.9333139582,0.950339317,0.9772,0.9682
7215,0.9826,0.9758,0.9649239269,0.9726964533,0.9786,0.9894,0.9854
7216,0.9758,0.9656122995,0.9502179771,0.9608304525,0.9704,0.9852,0.9798
7217,0.9078823991,0.8613351396,0.7922497382,0.840420621,0.8835135166,0.9476316856,0.9268337382
7218,0.6607723893,0.5462052402,0.3947133526,0.4989234925,0.5940815648,0.792797774,0.713940802
7219,0.8535077599,0.8159984562,0.7480456748,0.7937504794,0.832853181,0.8924060907,0.8708482001
7220,0.7240854708,0.6506410208,0.5410600049,0.6161782977,0.6834477766,0.7999531308,0.7536113778
7221,0.6743581731,0.5484218101,0.3866882789,0.496936388,0.6048250425,0.7933661695,0.7227896154
7222,0.7174907391,0.6130488505,0.4848510479,0.5723958095,0.65907849,0.8472922292,0.7724403432
7223,0.4595986751,0.3090014211,0.162880135,0.2430368145,0.3790322289,0.6172817735,0.5165715684
7224,0.3566064735,0.2870850734,0.2691387235,0.279641365,0.3019762306,0.4835998471,0.4024197789
7225,0.8666406419,0.8218576237,0.7461032457,0.7943640617,0.8450328838,0.908153002,0.8787891775
7226,0.520839756,0.3662439117,0.3316350052,0.3504417829,0.4299295827,0.6897655167,0.5905531434
7227,0.7415080167,0.6688298106,0.539737854,0.6294005409,0.7015550777,0.8128101145,0.7720520803
7228,0.5728683094,0.4685638722,0.3442359537,0.423903716,0.5138045874,0.6765789871,0.6164113701
7229,0.4968827604,0.4072368799,0.2892450835,0.3635296382,0.4501686168,0.5741207371,0.5213220645
7230,0.8632281579,0.8222045905,0.7561528585,0.8025910562,0.8417465435,0.9052894102,0.8795583778
7231,0.6025769292,0.4913556269,0.3781215916,0.4623319194,0.5357970301,0.727950032,0.6513150961
7232,0.8742212031,0.8222781592,0.721267637,0.8018672682,0.8413264515,0.9483983136,0.8977278434
7233,0.9308687572,0.8840506219,0.8411590156,0.8664456359,0.9063287584,0.9562978555,0.9420879717
7234,0.9367267104,0.8871046138,0.8090505497,0.8652066984,0.9071734681,0.969,0.9444633847
7235,0.9718,0.9621341003,0.9474929443,0.9597233453,0.9641452814,0.9776,0.9744
7236,0.9075288625,0.8706306066,0.8290033539,0.859617826,0.8879102059,0.9316061511,0.9157712577
7237,0.8471392087,0.8095408086,0.7478653565,0.7894095856,0.8296506911,0.8898131326,0.8631457956
7238,0.9645217261,0.9374348117,0.9157998504,0.930538671,0.955380151,0.9744,0.9704
7239,0.9409206404,0.9262298033,0.9058978941,0.9196196565,0.9305110635,0.9569382061,0.9478137525
7240,0.946208096,0.939728484,0.9113488147,0.9280581052,0.9427678873,0.969,0.9522753666
7241,0.7238224636,0.6623011545,0.5727156811,0.6342703982,0.688476307,0.7946311719,0.7551886732
7242,0.5308112913,0.4431361041,0.3671401542,0.4033980171,0.4819080641,0.6285404023,0.5680602538
7243,0.4281858416,0.3816423339,0.3730101651,0.3750082255,0.3905451044,0.545674075,0.4807707971
7244,0.6505423767,0.583999753,0.4822017122,0.5538493895,0.6146734502,0.7112334585,0.6754219856
7245,0.4156696658,0.4135221419,0.4080602738,0.4100849085,0.4135526139,0.5336980865,0.4599216995
7246,0.5386134387,0.4356069123,0.3557855682,0.3951505578,0.4813170842,0.6449857844,0.5810196796
7247,0.7942937249,0.7471263044,0.6902597296,0.7322435934,0.7695949811,0.8406027773,0.8120753331
7248,0.7713705128,0.7153882652,0.6297450083,0.6948317635,0.7418867904,0.8246786441,0.7977426537
7249,0.6895487686,0.6335164023,0.5665223069,0.6081010408,0.6635927297,0.755880669,0.7071606094
7250,0.7349494718,0.6883637493,0.6253585023,0.6637741854,0.7089761715,0.8196681451,0.7687692925
7251,0.8297561453,0.7865539713,0.7191124252,0.766459775,0.8035910909,0.8705230577,0.8443530107
7252,0.3864029575,0.3751434692,0.3608630506,0.3694830109,0.382858999,0.4058165054,0.3902615558
7253,0.8948636662,0.8675528624,0.8274361989,0.8548176633,0.8798884778,0.9195984647,0.9068472972
7254,0.5381132592,0.4367374974,0.3954656296,0.4078833222,0.4823816677,0.6361235091,0.5741120667
7255,0.3966810449,0.3854770448,0.3639669378,0.379189808,0.3933272527,0.4044227441,0.3955082766
7256,0.5893523654,0.5102871561,0.423698334,0.4777580315,0.5479105924,0.6784757455,0.624515968
7257,0.2275096733,0.1249230871,0.0429271627,0.0950994052,0.148371103,0.4127193009,0.2956844345
7258,0.131686507,0.1073724118,0.0512524188,0.0807679095,0.1208010134,0.1864199202,0.1455894463
7259,0.6206168794,0.5348429284,0.4205833469,0.5012993286,0.5713587646,0.7119703195,0.6573039619
7260,0.4884855515,0.388572412,0.2734474049,0.3371173512,0.4302548234,0.5919481582,0.5268702951
7261,0.7588691078,0.7103216396,0.6337036782,0.686538708,0.7331234709,0.8150167733,0.7794241581
7262,0.4258542169,0.3224957016,0.3049503395,0.3133750379,0.3727985832,0.5368925558,0.4756817314
7263,0.6830401553,0.6074894895,0.5119408492,0.5715176486,0.6355028716,0.7883793378,0.7266438465
7264,0.3314476054,0.3207056715,0.2987422098,0.310630514,0.3300720837,0.4588287411,0.3713562121
7265,0.6032694112,0.5050311472,0.3767723599,0.4630759729,0.5532970548,0.7031968253,0.6448489884
7266,0.2176085939,0.1904113245,0.1649632591,0.1769213083,0.2034959433,0.2847017364,0.2311174581
7267,0.6811422663,0.6181820995,0.5255180402,0.5912023372,0.6485650872,0.7589430271,0.7130259706
7268,0.6899210649,0.6039989201,0.4964281312,0.564435086,0.6440433941,0.7817242034,0.7294443363
7269,0.7304329725,0.6562557662,0.5507481633,0.6166260384,0.6893987995,0.806137603,0.7630995856
7270,0.6359294395,0.5598209489,0.4306625377,0.5199776097,0.5967105133,0.7298192225,0.6699031736
7271,0.6847570998,0.6374264515,0.5811900636,0.6204045393,0.6575460757,0.7374475486,0.6997099926
7272,0.5280343943,0.4292790746,0.397525858,0.4046239879,0.4722090502,0.6319634331,0.5731258781
7273,0.390611899,0.3294332602,0.2567919917,0.3074227726,0.359064788,0.5577795817,0.4611273429
7274,0.5356579985,0.4273334527,0.2894637082,0.3808108926,0.478753849,0.6412103701,0.5797882403
7275,0.881003659,0.845061427,0.7875121347,0.825198629,0.8620582831,0.9144679359,0.8947177388
7276,0.902285525,0.8735496357,0.8396906632,0.8626045312,0.8833313432,0.9294882483,0.9142224481
7277,0.8905906999,0.8588831423,0.7974233863,0.8395664394,0.8720215224,0.9225728964,0.9091919567
7278,0.8274641587,0.7862077458,0.7238437386,0.7676014693,0.8037930313,0.8754054966,0.8461395009
7279,0.7009701087,0.6607747165,0.5673144531,0.6357550071,0.6784490841,0.7504886159,0.727396408
7280,0.4615518286,0.3743629608,0.2978470217,0.3306938759,0.415697468,0.5579782064,0.5001691666
7281,0.8694923853,0.8521883455,0.7883300414,0.8382064116,0.860441055,0.9120805771,0.8883529011
7282,0.8995432155,0.8634677036,0.8048040936,0.8458283666,0.8838066385,0.9282365865,0.9077161188
7283,0.9027532315,0.8675888014,0.808646875,0.8550945984,0.8803470421,0.9320393964,0.914220845
7284,0.9164022817,0.9001812859,0.8735907799,0.8935736178,0.9066294172,0.9485492258,0.9322784078
7285,0.8427546911,0.8137052943,0.7806164474,0.8005957984,0.8197409158,0.8812370808,0.8505016334
7286,0.9315566523,0.9056440368,0.8680504221,0.8908606975,0.9195809792,0.9542052241,0.9373150683
7287,0.6675647752,0.5921029477,0.4815196504,0.5580965369,0.6280030837,0.7513978438,0.7025120571
7288,0.8542893836,0.8040565095,0.7604791868,0.7853827802,0.8293608328,0.9001293086,0.8576140609
7289,0.3844277984,0.3282633665,0.3084138668,0.3249437137,0.3341531468,0.5177776013,0.4287405605
7290,0.5793827022,0.4865656204,0.3532252027,0.4465455922,0.5266779881,0.6772501823,0.6205848697
7291,0.7964940059,0.7564341859,0.6970424881,0.7382865815,0.7762292434,0.8455286644,0.8159011793
7292,0.8928157593,0.8676052435,0.8302158176,0.8571665132,0.8790988843,0.9197972588,0.9039190583
7293,0.6337038987,0.5695008627,0.4704494754,0.5380868137,0.6002990889,0.6966678147,0.6596884405
7294,0.7633608945,0.7021811239,0.6162853637,0.672485706,0.7275740884,0.8235063982,0.7897972957
7295,0.6336166609,0.5463082363,0.4359170261,0.5121282483,0.584523444,0.7224245436,0.6691056367
7296,0.9349793928,0.9167435859,0.8781997827,0.9064089521,0.9263879197,0.9574195036,0.9466170028
7297,0.8791122089,0.8391539275,0.7848735232,0.8229277309,0.8565553627,0.9137461684,0.8931257254
7298,0.8537861077,0.8025449053,0.7348829806,0.7815126153,0.8273032067,0.8974001368,0.8728360875
7299,0.5336811324,0.4260892428,0.3501527956,0.3810657083,0.4766517454,0.6468713824,0.5814266923
7300,0.7606467125,0.6698398155,0.5517420396,0.6331751094,0.7083921404,0.8342402015,0.7973758915
7301,0.8461082302,0.7757356333,0.6763183732,0.7443784926,0.8070963307,0.9157565391,0.8770266661
7302,0.8393258422,0.7668699546,0.6645584867,0.7362999246,0.797919978,0.909178208,0.8718274388
7303,0.4196523357,0.4025437472,0.3753750775,0.3951431455,0.4140311896,0.5491008741,0.4710693707
7304,0.6566570724,0.5760847261,0.4564453885,0.539206511,0.6118636995,0.736907863,0.6909351547
7305,0.4607331278,0.4327544011,0.4133967584,0.4255959403,0.4400042523,0.5908598417,0.5171573893
7306,0.6994972097,0.6191899791,0.5114527103,0.5852336386,0.6570259363,0.7775276491,0.7335833242
7307,0.7831927567,0.7086912538,0.5955069881,0.6719655661,0.7467036978,0.8487910657,0.8089942732
7308,0.8747538413,0.8125817498,0.7256711571,0.7855584318,0.8379908866,0.9295053406,0.8998045022
7309,0.6771553551,0.6085756184,0.5091088359,0.5789683887,0.638841805,0.7459399735,0.7081799229
7310,0.6135425154,0.5269168922,0.3957777833,0.4869687061,0.5669067812,0.7040722088,0.6514190427
7311,0.5335826761,0.4099867827,0.3294813953,0.3626373624,0.4696420669,0.649020376,0.5838349847
7312,0.5198915468,0.4073557428,0.3220950337,0.3576977653,0.461059382,0.63695785,0.5707419077
7313,0.8394337327,0.7683174927,0.6648553662,0.7366780451,0.8001449877,0.9113958797,0.8702191695
7314,0.6264002847,0.5490444054,0.4417676218,0.5154847246,0.5836195462,0.7054344967,0.6597087773
7315,0.6962049337,0.6234372238,0.5227406712,0.5918504973,0.6571031518,0.7623018357,0.7250024471
7316,0.4517659094,0.4299796626,0.4098787273,0.4227985182,0.4353242275,0.584660882,0.509492317
7317,0.7126230994,0.6400039096,0.5397226499,0.6059936907,0.6705914003,0.790056643,0.7441177229
7318,0.5779841774,0.4854425812,0.3548844609,0.4421044945,0.5276759767,0.6736090207,0.6154288053
7319,0.5922844262,0.493767839,0.3495432247,0.4485285163,0.5363931473,0.6999806322,0.6386549474
7320,0.7812379493,0.7102562922,0.6100674546,0.6765371632,0.7458743938,0.8506937362,0.8093419062
7321,0.4935930284,0.3972638411,0.3146467289,0.3564361323,0.4405403878,0.6015006487,0.5366722424
7322,0.6158893569,0.5345993482,0.4242984375,0.4975451061,0.5714920311,0.7028954666,0.6537649046
7323,0.6056774329,0.5203252592,0.4025345289,0.4824408507,0.5598451381,0.6963040446,0.6439823907
7324,1,1,1,1,1,1,1
7325,1,1,1,1,1,1,1
7326,0.7123598539,0.6505380896,0.5604560711,0.6224975689,0.6782084158,0.7757652756,0.7393984164
7327,1,1,1,1,1,1,1
7328,0.800371786,0.7530609183,0.6861542941,0.7320324414,0.7742104771,0.8468568069,0.8207199986
7329,0.6573285668,0.5891769115,0.4921954748,0.5594310506,0.6192086506,0.7312663318,0.6878227898
7330,0.4992597685,0.4023692103,0.3592050111,0.3680812024,0.4441019997,0.5955213327,0.5375631059
7331,0.6455888583,0.5690434836,0.4617320602,0.5357436431,0.6024001163,0.7233273798,0.6813272654
7332,0.7777047848,0.7368117627,0.6761627527,0.7177358981,0.7552434232,0.820549462,0.7958979906
7333,0.6677282133,0.6047374345,0.5152315441,0.5767791528,0.6332340136,0.7353084734,0.6963005482
7334,0.70321774,0.6555367726,0.5764653087,0.6300703601,0.6793355927,0.763299519,0.7282898844
7335,0.7469950081,0.6404601249,0.5006728877,0.5967184859,0.6873053907,0.831437961,0.7790320846
7336,0.8516662418,0.8154432327,0.7755687638,0.8039023637,0.8315061001,0.8892672134,0.8681739548
7337,0.5900186882,0.5114785621,0.4004032632,0.4761486135,0.5464645677,0.6731606342,0.6263709956
7338,0.8429081531,0.8063966799,0.7478106767,0.7907520634,0.8217392396,0.8926899874,0.8640658557
7339,0.8753635257,0.8360517577,0.7847844352,0.8209101322,0.8537550915,0.9081965097,0.8861489673
7340,0.8501979784,0.8108292909,0.7527325828,0.792553929,0.8293341573,0.8866283996,0.8657499426
7341,0.4949646648,0.4111414547,0.3611360697,0.3748419776,0.4501298702,0.5850621809,0.532203298
7342,0.2830118144,0.2759984754,0.2701959754,0.2716724244,0.2852572604,0.3521087334,0.2821868951
7343,0.7387651719,0.6800243102,0.5938741916,0.6555669062,0.7046385927,0.7988477625,0.7653876786
7344,0.3854584757,0.3696952554,0.3428486971,0.3617562483,0.3783320746,0.407938757,0.3949042268
7345,0.6920905052,0.6274457019,0.5362646238,0.5984613177,0.656123853,0.7554884123,0.7182957683
7346,0.5591946059,0.4655514606,0.4646274021,0.464733386,0.5049356815,0.6485843996,0.5980090024
7347,0.7820861778,0.7321236269,0.661592795,0.711188543,0.7541763985,0.830733258,0.8044174979
7348,0.5521422132,0.4996670159,0.4186790756,0.4750970449,0.5314623454,0.6301934463,0.5795357179
7349,0.7017027784,0.6378640042,0.5450562311,0.612907953,0.6666880053,0.768863333,0.7296764026
7350,0.6218658577,0.5472669705,0.4439412812,0.5171506947,0.5757386908,0.6921900324,0.6511777053
7351,0.4794735846,0.4312237711,0.4258871167,0.429393298,0.4319004423,0.5777469949,0.5198588694
7352,0.696046951,0.6351734876,0.5496645926,0.6083832775,0.6617833985,0.7603636717,0.7229408634
7353,0.5540404988,0.4633691121,0.4359297779,0.4383417152,0.5030313527,0.6476652779,0.5932792926
7354,0.4174959612,0.4104263742,0.3999863767,0.4030132909,0.4141245628,0.4298713797,0.4192402611
7355,0.4005694609,0.3954679696,0.3878208793,0.3915873004,0.4000240505,0.4060385349,0.4027402136
7356,0.6159554108,0.5450561005,0.4476854654,0.5152951056,0.5763765932,0.6864730869,0.6446309605
7357,0.7255810048,0.6738147959,0.6020441096,0.6523977144,0.6958421309,0.7799428452,0.7508022283
7358,0.4346684224,0.4333115577,0.4327625966,0.43418007,0.4352175308,0.4496998878,0.4339901554
7359,0.5521295062,0.4585241155,0.4331471601,0.4362901513,0.4996922765,0.6467682937,0.592141023
7360,0.805913199,0.722928001,0.6060630381,0.6873974982,0.7605202722,0.8832765987,0.8394623467
7361,0.7698953307,0.690256334,0.5845899951,0.658804974,0.7246192613,0.8513556638,0.8071814449
7362,0.8252416599,0.7637978548,0.6864861289,0.7379276555,0.789007789,0.8829075258,0.8523031601
7363,0.749168873,0.64581523,0.5038703305,0.5957347788,0.6945215025,0.862061468,0.7980455756
7364,0.6362667046,0.5632729089,0.4601469786,0.5321637388,0.5950303439,0.7215623795,0.6725991356
7365,0.6237886148,0.5526909962,0.4478801367,0.5194284728,0.5833605873,0.709296505,0.6628825531
7366,0.4214612026,0.3886547904,0.3836731915,0.3869897128,0.3928622225,0.5383104085,0.469650428
7367,0.5360815049,0.4371958925,0.400335426,0.4070568521,0.4820287407,0.6364235782,0.5772648299
7368,0.628871972,0.5451542032,0.4233788713,0.5084978793,0.5817585587,0.7154437031,0.6649669841
7369,0.7498738451,0.6967083511,0.6172811828,0.6717590828,0.7212847114,0.8074695991,0.7750605898
7370,0.8699900278,0.8259313523,0.7641187921,0.8063876704,0.8456789822,0.9096316027,0.8864807308
7371,0.8918940857,0.8470139106,0.7860263642,0.8258629246,0.8718769007,0.9246384557,0.9064259619
7372,0.6033549354,0.5325159445,0.4394590699,0.500403398,0.5708083438,0.6859148339,0.6318293654
7373,0.6921372319,0.6176635427,0.5063571668,0.5801323937,0.6532724131,0.7599198073,0.7164749032
7374,0.6862132379,0.6169154217,0.5132884086,0.5856712265,0.6506732649,0.7589562678,0.714897875
7375,0.8654056759,0.8243729869,0.7678867498,0.8012708372,0.8422104482,0.9081596848,0.8848020575
7376,0.6009693212,0.5014424903,0.3968118155,0.4573223891,0.5440541454,0.7056321379,0.6465232381
7377,0.3576648181,0.325353422,0.3128515944,0.3243715466,0.3253653282,0.4744948869,0.4042537474
7378,0.5958386307,0.5179359744,0.4241103206,0.488269294,0.5609207469,0.6687036067,0.6205955673
7379,0.5018284636,0.4128853006,0.3751889677,0.3869811346,0.4558269453,0.5866028496,0.5375662937
7380,0.6573873639,0.5956934105,0.5045504728,0.5694490476,0.6254346755,0.7255493048,0.6860048844
7381,0.4778686373,0.4030959067,0.4122072295,0.4050987548,0.4306892273,0.5612447383,0.5098066634
7382,0.8477295336,0.8020341694,0.7294945673,0.7795259141,0.8226125919,0.8854746979,0.8616480093
7383,0.3981307763,0.3819397873,0.3694199673,0.3779213862,0.3922866447,0.3999965436,0.3959023346
7384,0.6523582188,0.5945736907,0.5100713419,0.569282547,0.6243031348,0.7172463773,0.6781952003
7385,0.4440964962,0.4375016549,0.4278587219,0.4338776647,0.442373804,0.5322959305,0.4498600351
7386,0.7775872449,0.7175525348,0.6301131176,0.6902503973,0.7449834117,0.8423788238,0.8062544702
7387,0.8061905491,0.754848892,0.6961482694,0.7363998482,0.7755082493,0.8512978032,0.824667365
7388,0.7678234515,0.715571849,0.6495366328,0.6953507901,0.7407358877,0.8183604573,0.7895633239
7389,0.7322079569,0.6625551465,0.5638059871,0.6309533855,0.6956570978,0.7983445147,0.7603525786
7390,0.6590946815,0.5699980741,0.4442826308,0.5306234317,0.6069451623,0.7395251105,0.6897468883
7391,0.624977398,0.5338300275,0.4009342968,0.4949930879,0.5744268762,0.7203479992,0.6673628273
7392,0.6294021887,0.5349338036,0.4200447815,0.4924280453,0.5794155083,0.7074104632,0.6680661568
7393,0.5191975081,0.437752943,0.3290539528,0.4021402077,0.4732732664,0.6058634753,0.5527977635
7394,0.5507183928,0.4415755262,0.2920658796,0.3907804901,0.4921347288,0.664126113,0.5954518361
7395,0.6127124217,0.5228694325,0.4643251286,0.4804342572,0.5626862065,0.7050524923,0.6518475867
7396,0.7288304365,0.6733350899,0.5872178189,0.6465284078,0.6980783612,0.7915606967,0.7552320561
7397,0.635926058,0.5615340939,0.4649531424,0.530429355,0.5945334961,0.7059783317,0.6659489414
7398,0.615147534,0.537042638,0.4460089058,0.5050098711,0.5727127572,0.6956833411,0.6499140653
7399,0.6625865799,0.590057712,0.4867443362,0.5581602227,0.6197163623,0.7380812618,0.6953837144
7400,0.9078031227,0.8763492214,0.8346870239,0.8630176086,0.8923149816,0.9282540519,0.9158282357
7401,0.681166126,0.6135214383,0.5201869126,0.5836673748,0.6437965201,0.7469298363,0.7089785261
7402,0.4869192395,0.3892476442,0.3632301214,0.3785236004,0.4210717774,0.6084396122,0.5404161395
7403,0.5767045376,0.4787640767,0.3402445116,0.4323569915,0.5255638574,0.6827342218,0.6257772376
7404,0.6417375903,0.5654703703,0.4562183418,0.5324715438,0.5992837128,0.7227195285,0.6762866883
7405,0.6012557527,0.5117043602,0.3878864148,0.4703532799,0.5509605806,0.6941448543,0.6397602402
7406,0.5442313426,0.449525253,0.3423463134,0.4093322664,0.4923312058,0.6456771219,0.5849904764
7407,0.5166564789,0.4248957848,0.415083474,0.412467941,0.4653731403,0.6124421674,0.5601461726
7408,0.5039686282,0.4537875051,0.4543896764,0.4540879411,0.4524702101,0.5942051126,0.5426125746
7409,0.504653873,0.408344004,0.3862966559,0.3940242574,0.4523104335,0.6037447728,0.5491692053
7410,0.6484809667,0.5708647799,0.4587998169,0.5363186148,0.6047620257,0.7250492322,0.6810110375
7411,0.4467843116,0.4405531777,0.4289160368,0.4367265957,0.4432411553,0.5375196496,0.461523158
7412,0.5108219325,0.4170011982,0.3850630995,0.3959143655,0.4584361448,0.6109096252,0.552805757
7413,0.804778546,0.7579054535,0.6961760708,0.7427402958,0.7809148508,0.8590034275,0.8290050296
7414,0.7275934919,0.6562853398,0.5528836795,0.6206145386,0.6868818524,0.7844432822,0.7484836232
7415,0.3381665511,0.3423322503,0.3369347393,0.3424145543,0.342966383,0.3203922485,0.33058722
7416,0.8407684047,0.7797156884,0.688898204,0.7518813053,0.8068482628,0.9013666956,0.8664621267
7417,0.9046853923,0.8642984609,0.8053406976,0.8467403831,0.8823132934,0.9430043393,0.9213015275
7418,0.847026923,0.7961152193,0.7240886495,0.7741363697,0.8164710415,0.9047287923,0.8706236927
7419,0.9086665173,0.870622059,0.8135145274,0.853957326,0.8875731883,0.9480873345,0.9260635946
7420,0.8713788254,0.8196552227,0.7446628557,0.7965439537,0.8437452294,0.9254742472,0.8946654988
7421,0.89434356,0.8489604947,0.7829424636,0.8288060841,0.8677399705,0.9395288438,0.9144180789
7422,0.9181935768,0.8817465714,0.833691393,0.8672260155,0.8957174065,0.951177511,0.9318340881
7423,0.9301503113,0.9014214057,0.8590371937,0.8886774225,0.9135697406,0.957325282,0.9420115263
7424,0.8912081676,0.8486551988,0.785461311,0.8299115981,0.867358619,0.931889767,0.9091301931
7425,0.8559328243,0.7966230717,0.7132496418,0.7716373568,0.8235493243,0.9126978013,0.8814696676
7426,0.855977461,0.7918175476,0.7056870053,0.7661369594,0.8214241673,0.9168593089,0.8836647472
7427,0.920562626,0.8765362206,0.8193182687,0.858823093,0.8950205669,0.9565231579,0.9373794797
